# Time-averaged data for fix at2
# TimeStep f_mysf1[3] f_mysf2[3]
1689400 4.06807 -0.788471
1689500 4.50923 -6.73515
1689600 6.27897 -4.31931
1689700 2.6516 -3.26391
1689800 2.57618 -2.22533
1689900 4.74701 -6.66005
1690000 2.0198 -1.12153
1690100 4.76407 -4.06167
1690200 1.94209 -3.82421
1690300 4.91514 -2.80538
1690400 3.93042 -8.04111
1690500 4.12908 -4.32706
1690600 7.42637 -3.60889
1690700 2.92187 -2.36662
1690800 4.8072 -4.65764
1690900 4.05318 -1.59799
1691000 3.61267 -5.37996
1691100 3.24902 -5.54637
1691200 2.05451 -4.41243
1691300 5.09695 -2.09656
1691400 2.99021 -6.55356
1691500 4.02428 -2.34405
1691600 7.33285 -2.21978
1691700 2.53585 -8.66202
1691800 6.25642 2.99902
1691900 2.40549 -5.65845
1692000 3.23651 -7.65288
1692100 -0.602083 -0.390742
1692200 3.90123 -6.4473
1692300 6.2016 -3.11435
1692400 6.73906 -3.59303
1692500 3.40257 -5.16488
1692600 7.15319 -3.58896
1692700 2.19513 -1.1296
1692800 1.95771 -6.07922
1692900 3.33433 -4.34473
1693000 4.87524 -5.27473
1693100 1.37156 -4.85529
1693200 5.71464 -4.16133
1693300 7.43112 -4.22721
1693400 3.17379 -2.40992
1693500 5.77963 -3.18769
1693600 4.57703 -4.73017
1693700 4.88185 -6.11507
1693800 2.84823 -5.44394
1693900 3.70221 -1.43763
1694000 -0.770308 -5.00516
1694100 5.9958 -3.90473
1694200 4.34497 -4.5045
1694300 5.55322 -1.41668
1694400 6.28785 -5.57668
1694500 3.23949 -2.97251
1694600 3.18548 -4.65193
1694700 1.60643 -4.5237
1694800 4.66078 -2.7937
1694900 3.37382 -7.1594
1695000 4.47782 -3.70659
1695100 3.76724 -1.6897
1695200 4.0866 -3.97983
1695300 4.09416 -2.70534
1695400 4.98493 -4.45269
1695500 7.98077 -7.04479
1695600 3.57479 -1.05051
1695700 0.346546 -7.0984
1695800 1.88902 -4.3236
1695900 4.78615 -0.562541
1696000 3.79678 -8.05387
1696100 7.10475 -1.08854
1696200 8.30163 -4.8189
1696300 5.73609 -8.14046
1696400 0.637306 -2.34118
1696500 1.27782 -2.7055
1696600 1.72955 -5.4577
1696700 5.03106 -2.04611
1696800 5.02385 -4.06287
1696900 4.086 -5.51531
1697000 6.34006 -0.995078
1697100 5.54405 -8.47753
1697200 3.77706 -2.2221
1697300 2.34726 -6.90489
1697400 2.29905 -1.66878
1697500 2.34653 -4.16205
1697600 8.59841 -2.31053
1697700 1.87188 -5.70313
1697800 3.28913 -0.870632
1697900 2.97218 -4.67865
1698000 5.7558 -7.26825
1698100 4.7425 -1.08283
1698200 5.55938 -6.11067
1698300 3.65087 -4.70189
1698400 0.557938 -3.43832
1698500 3.24082 -5.16517
1698600 5.88931 -3.5816
1698700 7.10672 -4.60273
1698800 4.8372 -1.01252
1698900 4.06808 -6.98008
1699000 4.3152 -2.25223
1699100 5.21566 -7.83689
1699200 1.91101 -4.78208
1699300 2.87049 -4.49003
1699400 5.02074 -4.8494
1699500 5.81824 -2.40887
1699600 4.83643 -1.39174
1699700 3.08773 -5.90051
1699800 3.39185 -2.50763
1699900 2.23294 -4.03365
1700000 4.86553 -5.12543
1700100 6.16653 -6.19715
1700200 4.65473 -2.75521
1700300 2.42641 -3.24524
1700400 4.03042 -6.28909
1700500 5.02942 -2.1066
1700600 4.30075 -6.07006
1700700 5.60059 -2.81939
1700800 0.764693 -4.50003
1700900 2.35937 -2.03512
1701000 5.38821 -5.75482
1701100 6.50116 -5.13151
1701200 5.18849 -4.37508
1701300 4.93184 -4.27396
1701400 5.96799 -2.59405
1701500 1.97407 -5.99738
1701600 3.73464 -3.65406
1701700 2.24016 -1.89968
1701800 2.53466 -8.77931
1701900 5.79354 -2.84525
1702000 4.81709 -4.20059
1702100 7.03893 -2.11807
1702200 1.35851 -4.45235
1702300 5.5152 -2.96031
1702400 4.20822 -3.92581
1702500 2.43653 -4.44345
1702600 2.34769 -3.88039
1702700 3.1829 -6.21421
1702800 4.57676 -2.4646
1702900 4.00893 -5.30806
1703000 5.1438 -4.21776
1703100 6.72489 -3.34311
1703200 6.63783 -2.28441
1703300 1.38626 -5.95739
1703400 3.67045 -3.48978
1703500 1.09255 -6.17753
1703600 4.24905 -2.27447
1703700 3.10093 -4.95779
1703800 6.23345 -2.70414
1703900 6.69322 -5.75731
1704000 4.52031 -3.62655
1704100 1.89371 -3.31763
1704200 5.80505 -4.16805
1704300 2.9605 -5.79523
1704400 5.27094 -4.79761
1704500 2.14653 -2.59884
1704600 4.97142 -6.10823
1704700 2.90145 -2.95861
1704800 6.48266 -3.52055
1704900 5.26009 -4.06756
1705000 5.2995 -3.43548
1705100 3.60262 -5.12173
1705200 2.90409 -6.80247
1705300 2.39726 -3.66539
1705400 4.07197 -4.12341
1705500 2.41797 -2.96815
1705600 6.10515 -3.73333
1705700 7.76516 -5.24815
1705800 4.32602 -3.20864
1705900 0.380658 -3.62102
1706000 5.37912 -4.2311
1706100 4.14024 -4.15059
1706200 2.444 -3.258
1706300 4.91157 -9.51233
1706400 5.2464 -0.572026
1706500 6.43169 -4.05009
1706600 3.3728 -3.02472
1706700 4.14026 -5.99674
1706800 4.01353 -4.6765
1706900 4.10015 -7.40852
1707000 3.95339 -1.11873
1707100 4.14016 -4.62168
1707200 6.18128 -4.58924
1707300 3.67548 -2.90396
1707400 2.42108 -4.3564
1707500 4.11088 -6.72051
1707600 5.65153 -3.42975
1707700 3.66754 -3.24809
1707800 6.76677 -2.80668
1707900 5.71923 -5.8608
1708000 2.59849 -2.31498
1708100 3.42057 -7.59125
1708200 1.67642 -3.86076
1708300 5.6001 -5.34068
1708400 2.4237 -3.2388
1708500 4.39046 -3.67706
1708600 6.03328 -3.44765
1708700 6.87999 -5.03976
1708800 5.54472 -5.53134
1708900 6.0207 -4.25819
1709000 -1.07489 -4.13668
1709100 4.99685 -4.67777
1709200 6.52744 -3.36325
1709300 3.08037 -6.10765
1709400 5.47412 -3.35613
1709500 -0.834486 -4.24192
1709600 6.8551 -3.68675
1709700 7.10693 -4.93401
1709800 4.73442 -3.30973
1709900 1.21351 -0.96928
1710000 5.89169 -9.39711
1710100 3.39105 -1.38587
1710200 1.67777 -7.20099
1710300 5.74276 -1.78928
1710400 3.93686 -5.14255
1710500 6.08343 -4.09151
1710600 5.36793 -5.21305
1710700 5.9224 -5.43145
1710800 1.38763 -4.54143
1710900 4.89787 -3.78815
1711000 3.11595 -3.07849
1711100 4.34517 -5.23153
1711200 3.49168 -3.51974
1711300 8.1546 -4.37294
1711400 5.67614 -5.68349
1711500 1.07277 -4.68813
1711600 5.49278 -3.48655
1711700 4.43734 -5.8105
1711800 6.2732 -4.59928
1711900 4.62938 -3.66431
1712000 1.44764 -3.36224
1712100 4.87595 -4.05035
1712200 5.94914 -4.69134
1712300 6.11142 -7.18922
1712400 2.14193 -2.51305
1712500 5.13247 -8.07507
1712600 1.78139 -3.64904
1712700 5.6101 -2.26713
1712800 6.22779 -7.24976
1712900 8.79948 0.4926
1713000 2.38049 -7.39521
1713100 0.444565 -2.69586
1713200 3.22125 -4.50164
1713300 4.91843 -4.18873
1713400 4.98278 -7.39905
1713500 2.54337 -2.18585
1713600 10.5454 -4.88902
1713700 2.86707 -4.07306
1713800 2.50033 -1.83592
1713900 3.02413 -5.71554
1714000 2.93404 -4.11642
1714100 4.49545 -5.68697
1714200 -1.16684 1.02372
1714300 5.45712 -5.49976
1714400 7.66029 -3.25561
1714500 4.55461 -3.11172
1714600 3.15838 -5.67127
1714700 0.812668 -2.72917
1714800 1.12783 -1.13278
1714900 4.0125 -2.71455
1715000 4.46788 -6.20032
1715100 5.16216 -0.753548
1715200 2.04288 -7.5307
1715300 4.52516 1.06226
1715400 3.1862 -4.84344
1715500 0.376005 -4.86873
1715600 1.97132 -0.650203
1715700 1.95706 -3.3879
1715800 5.00917 -4.63668
1715900 7.94974 -2.04404
1716000 0.504003 -2.45302
1716100 5.76597 -3.42083
1716200 2.67764 -1.32323
1716300 2.43177 -4.58955
1716400 1.63348 -5.3518
1716500 1.3709 -3.21184
1716600 5.09871 -4.27205
1716700 2.42853 -1.74128
1716800 2.57167 -2.6728
1716900 4.34086 -2.69361
1717000 6.81028 -3.04222
1717100 3.42909 -1.58406
1717200 2.18216 -6.88228
1717300 1.38105 -3.63066
1717400 2.64962 -2.65876
1717500 6.69782 -4.64034
1717600 1.14415 -2.09153
1717700 2.86898 -3.66963
1717800 3.08749 -1.33026
1717900 1.17519 -3.49534
1718000 7.28066 -3.70127
1718100 1.80052 -4.02663
1718200 0.298067 -2.90871
1718300 5.26579 -3.7625
1718400 3.8902 -2.26556
1718500 3.6757 -3.48186
1718600 3.54885 -4.47065
1718700 3.6489 1.34512
1718800 4.85665 -5.66911
1718900 2.71017 -5.0666
1719000 4.40315 -2.05484
1719100 -1.47513 -6.54079
1719200 2.13084 -2.76713
1719300 6.03254 -1.7347
1719400 4.99255 -3.33207
1719500 5.46526 -3.97006
1719600 0.908956 -2.7406
1719700 1.89734 -4.00919
1719800 2.27082 -4.01449
1719900 2.69238 -3.00035
1720000 7.28863 -3.79192
1720100 4.30395 -1.43492
1720200 1.76908 -2.38477
1720300 5.24917 -4.71156
1720400 3.35413 -2.60507
1720500 4.49245 -5.21364
1720600 1.28937 -5.68264
1720700 2.55032 -5.51553
1720800 2.35365 -2.28073
1720900 4.34182 -1.50637
1721000 7.01759 0.00562549
1721100 4.55511 -4.42156
1721200 -1.24344 -4.92454
1721300 1.62977 -2.02067
1721400 0.845749 -4.49114
1721500 6.01541 -2.57245
1721600 5.91906 -5.27846
1721700 5.39211 -2.91989
1721800 4.18003 2.37488
1721900 -1.73147 -4.49055
1722000 3.6135 -4.92424
1722100 1.26688 -3.41464
1722200 1.00731 -5.16028
1722300 3.68831 -2.99764
1722400 4.50062 -3.71268
1722500 4.49489 -0.662636
1722600 5.85632 -2.46614
1722700 4.56389 -3.6451
1722800 1.40224 -2.13247
1722900 1.27807 -7.17546
1723000 4.25954 -3.97292
1723100 4.95914 -1.39678
1723200 1.62835 -5.05307
1723300 2.22499 -0.913229
1723400 4.43996 -3.65143
1723500 1.96921 -0.830849
1723600 4.32756 -3.04371
1723700 4.96814 -2.47154
1723800 3.79236 -8.05991
1723900 0.989785 -1.05427
1724000 -0.263112 -5.81444
1724100 0.487851 -2.20793
1724200 7.674 -0.846713
1724300 5.02411 -2.59498
1724400 5.43356 -4.49878
1724500 3.60578 -1.65506
1724600 1.114 -5.14875
1724700 -1.84517 -3.98598
1724800 2.28458 -2.01629
1724900 7.02589 -5.56196
1725000 6.05226 -0.968741
1725100 4.97236 -1.85388
1725200 4.7377 -4.29727
1725300 0.839769 -6.97449
1725400 1.97146 -0.894589
1725500 2.23823 -5.87043
1725600 2.25623 -2.7541
1725700 3.86462 0.277383
1725800 3.67622 -2.75516
1725900 3.67535 -7.21785
1726000 5.01435 -0.53243
1726100 2.45092 -5.11658
1726200 -0.0549065 -1.5218
1726300 3.8922 -3.02172
1726400 4.97901 -5.32841
1726500 6.98568 -2.79669
1726600 4.51862 -3.9566
1726700 0.392665 -1.11578
1726800 -1.10173 -4.80769
1726900 1.38754 -0.776338
1727000 6.68509 -6.90599
1727100 6.01415 -2.11559
1727200 3.94635 -3.89768
1727300 5.88136 -3.34215
1727400 -1.71022 -1.51651
1727500 4.23562 -6.24901
1727600 0.869056 -1.74334
1727700 3.36176 -5.0018
1727800 4.74138 -1.90876
1727900 5.78677 -2.96877
1728000 5.3894 -2.60126
1728100 1.00316 -3.35968
1728200 0.451392 -1.23373
1728300 5.53758 -7.27283
1728400 4.47415 -6.13724
1728500 1.92635 0.294819
1728600 1.27656 -2.12567
1728700 4.40833 -3.43413
1728800 1.79332 -2.33338
1728900 2.41185 -4.81005
1729000 5.15136 -1.99577
1729100 5.54527 -1.83291
1729200 2.0725 -6.41913
1729300 0.620068 -2.67296
1729400 2.75132 -5.53784
1729500 6.93614 -3.37764
1729600 2.3425 -2.52562
1729700 3.29726 -0.137722
1729800 4.34672 -4.55192
1729900 3.67937 -1.79407
1730000 2.79898 -2.47744
1730100 -0.287031 -5.23872
1730200 5.32137 -3.37531
1730300 4.29617 -5.97248
1730400 4.81705 -3.4254
1730500 1.9447 -3.25669
1730600 3.21631 -4.12381
1730700 5.3638 0.445368
1730800 2.89887 -4.63091
1730900 3.12891 -3.12057
1731000 2.50796 -2.88713
1731100 3.54744 -5.35072
1731200 4.72513 -0.445413
1731300 2.94461 -5.45268
1731400 1.88934 -5.57611
1731500 2.51373 -1.35055
1731600 5.48455 -2.48236
1731700 0.690504 -4.38321
1731800 4.6965 -2.87497
1731900 4.72622 -2.72957
1732000 -0.184175 -3.96591
1732100 3.42897 -2.9004
1732200 4.48245 -4.33971
1732300 6.3627 -2.5478
1732400 2.90266 -3.20738
1732500 2.11432 -2.56455
1732600 2.91601 -4.89277
1732700 1.47109 -1.81545
1732800 7.69159 -3.22945
1732900 2.86497 -7.54667
1733000 3.28239 -0.536756
1733100 1.45037 -5.36622
1733200 2.78774 -2.74187
1733300 5.12058 -2.13605
1733400 3.09139 -4.75999
1733500 2.45842 -0.624846
1733600 4.57691 -3.7469
1733700 2.40083 -2.509
1733800 0.876669 -4.7543
1733900 4.41837 -3.15845
1734000 7.60785 -6.69884
1734100 2.94455 0.246748
1734200 1.18354 -1.1114
1734300 2.53881 -6.58723
1734400 3.48336 -0.663183
1734500 2.10659 -4.65042
1734600 2.64543 -7.19663
1734700 3.73496 -0.970719
1734800 7.62498 -2.67026
1734900 4.8918 -4.97429
1735000 0.934284 -2.89591
1735100 2.43826 -0.255999
1735200 -0.414226 -6.33032
1735300 5.30632 -2.28333
1735400 6.9716 -4.4769
1735500 3.28536 -3.76661
1735600 2.65373 -4.45584
1735700 3.16213 -0.776892
1735800 5.37951 -5.15815
1735900 3.17734 -4.06849
1736000 1.49875 -1.42423
1736100 0.880411 -5.44854
1736200 5.01645 -2.26534
1736300 2.41851 -2.13745
1736400 1.51309 -4.26043
1736500 6.68874 -0.739178
1736600 5.03691 -1.69587
1736700 4.30683 -6.78801
1736800 -0.953141 -5.11392
1736900 3.89561 -2.22555
1737000 1.86759 -6.96485
1737100 5.04421 -0.869727
1737200 9.06477 -2.89418
1737300 3.5923 -3.95817
1737400 1.9177 -3.44555
1737500 1.36472 -1.70378
1737600 1.7754 -2.75888
1737700 0.404294 -5.65318
1737800 5.68259 -5.17845
1737900 3.49677 -2.01723
1738000 7.47399 -6.11134
1738100 6.29171 -2.73111
1738200 1.59306 1.89572
1738300 1.85934 -8.23514
1738400 2.35561 4.05602
1738500 2.73714 -6.8668
1738600 2.74138 -8.73559
1738700 1.51732 -1.6953
1738800 3.65058 -4.06671
1738900 3.6364 -2.96519
1739000 5.28632 -1.10866
1739100 5.52824 -2.92281
1739200 5.03121 -3.33529
1739300 6.87678 -3.77933
1739400 -1.92369 -6.33023
1739500 1.85226 -5.81808
1739600 2.68559 -1.46002
1739700 3.64657 -3.81127
1739800 3.00651 -0.321565
1739900 3.95489 0.90557
1740000 7.30961 -5.07877
1740100 2.25503 -6.02376
1740200 3.60978 -6.15048
1740300 -0.779118 -5.49364
1740400 4.26141 -3.5204
1740500 2.35746 2.80804
1740600 6.46209 -4.4736
1740700 3.81833 -3.33805
1740800 8.29086 -6.17227
1740900 2.18974 -0.743603
1741000 -1.61783 -6.58865
1741100 1.67824 -4.92036
1741200 3.53108 1.4307
1741300 3.4519 -5.0734
1741400 6.21777 -5.11239
1741500 7.57813 0.397522
1741600 3.87015 -6.72985
1741700 3.48332 -5.00898
1741800 -0.384316 -1.31061
1741900 0.323805 -4.34319
1742000 4.77217 -3.32793
1742100 4.139 -4.90527
1742200 8.05663 -3.54709
1742300 5.69136 -5.15062
1742400 -0.854135 0.474973
1742500 3.43881 -4.01583
1742600 1.53431 -3.39011
1742700 3.41706 -3.32674
1742800 1.965 -2.02416
1742900 5.69257 -4.88969
1743000 4.60509 -4.15178
1743100 1.82017 -3.90656
1743200 2.64787 -3.52974
1743300 5.01933 -0.347333
1743400 5.63657 -6.38188
1743500 3.88283 -3.28222
1743600 2.40878 -4.39808
1743700 0.412221 -3.25181
1743800 3.92771 -4.79615
1743900 1.96542 -1.01298
1744000 1.96556 -4.19098
1744100 7.87351 -3.00669
1744200 4.18645 -2.5553
1744300 5.04914 -6.14328
1744400 5.23217 -3.96511
1744500 1.69553 -2.69099
1744600 3.04216 -3.9165
1744700 2.67086 -3.44378
1744800 4.69732 -2.22393
1744900 2.3759 -6.76067
1745000 7.02045 -1.79255
1745100 2.49948 -4.58258
1745200 4.20325 -1.78422
1745300 -0.879986 -2.30381
1745400 0.674545 -5.34547
1745500 4.72034 -4.07999
1745600 6.25345 -1.87892
1745700 3.56847 -4.48168
1745800 6.01998 -3.07192
1745900 5.34978 -4.98012
1746000 3.33411 -1.48377
1746100 1.8711 -6.59213
1746200 6.28082 -2.41249
1746300 1.05837 -4.51073
1746400 0.564835 -4.24358
1746500 3.5998 -2.76269
1746600 5.75354 -4.11134
1746700 5.4212 -2.32071
1746800 1.85335 -4.727
1746900 4.25685 -1.6235
1747000 1.23407 -5.57844
1747100 5.95557 -4.62426
1747200 3.38574 -2.74318
1747300 1.88146 -4.93549
1747400 4.20556 -3.11772
1747500 2.94913 0.673721
1747600 6.14574 -3.86003
1747700 4.11528 -3.58742
1747800 1.05806 -1.87401
1747900 3.72266 -7.01733
1748000 1.92108 -6.59535
1748100 5.38414 -0.469007
1748200 1.86932 -5.89077
1748300 3.5399 -3.16396
1748400 6.4786 -1.31223
1748500 2.34855 -2.49829
1748600 4.95961 -6.50252
1748700 4.2628 -0.568367
1748800 6.80576 -6.99903
1748900 1.46188 -1.51863
1749000 -0.333635 -4.67775
1749100 3.5616 -4.64163
1749200 5.92812 -4.58711
1749300 4.87851 -2.06515
1749400 2.31784 -2.29251
1749500 3.21817 -4.09597
1749600 1.97107 -4.37752
1749700 4.6827 -2.85449
1749800 2.71713 -5.40197
1749900 4.60109 -3.21028
1750000 3.97044 -2.2945
1750100 6.33007 -4.00251
1750200 4.12388 1.49819
1750300 -0.0487934 -5.06586
1750400 0.982703 -6.58648
1750500 1.17424 -0.690407
1750600 2.18147 -3.80902
1750700 3.75062 -3.98358
1750800 6.4155 0.156846
1750900 3.26002 -3.93769
1751000 3.9737 -3.22441
1751100 1.18633 -2.48557
1751200 0.922589 -4.00816
1751300 3.99197 -4.74533
1751400 2.03904 -1.89945
1751500 3.33246 -2.48064
1751600 4.63037 -4.98786
1751700 4.39702 0.895241
1751800 3.25706 -4.91533
1751900 2.39681 -3.45648
1752000 1.00222 -1.07554
1752100 2.89574 -4.48318
1752200 1.01001 -3.17212
1752300 4.23152 -1.83674
1752400 2.72812 -4.17837
1752500 4.8629 -3.58721
1752600 2.47274 1.57295
1752700 3.66976 -6.0738
1752800 4.53473 -3.28323
1752900 2.75144 -1.60823
1753000 2.76954 -6.91097
1753100 3.71305 -2.79752
1753200 2.71732 -0.749366
1753300 1.6227 -5.79594
1753400 3.84925 -2.35449
1753500 1.86548 -2.49619
1753600 2.14368 -1.17637
1753700 2.75052 -5.32295
1753800 6.19584 0.46912
1753900 2.959 -6.44579
1754000 3.23799 -4.7071
1754100 1.83885 0.657282
1754200 0.339301 -3.43714
1754300 2.68714 -3.98432
1754400 6.12872 -2.93776
1754500 2.8731 -1.73176
1754600 4.14844 -1.17973
1754700 1.78649 -5.31745
1754800 4.83308 -4.84333
1754900 2.30843 -3.00645
1755000 1.33916 -2.72642
1755100 3.50652 -3.47272
1755200 1.76474 -1.57401
1755300 4.52252 -3.96051
1755400 5.44544 -2.80514
1755500 3.81204 -1.99734
1755600 3.80259 -6.65865
1755700 0.463629 -1.53221
1755800 2.45706 -5.44176
1755900 3.63171 -3.25619
1756000 5.89981 -2.3184
1756100 3.30189 -2.14968
1756200 3.67981 -2.29803
1756300 4.49795 -3.54748
1756400 0.154229 -2.92829
1756500 0.503945 -5.07936
1756600 1.37048 -0.895056
1756700 3.86818 -5.71513
1756800 6.45547 -4.26745
1756900 4.09803 1.57147
1757000 2.73895 -3.10669
1757100 3.73771 -3.74851
1757200 2.32363 -2.40652
1757300 1.70544 -6.52624
1757400 5.53684 -2.38194
1757500 0.60736 -1.70065
1757600 5.94917 -4.14913
1757700 1.97802 -4.34579
1757800 2.7057 -3.52819
1757900 2.68044 -5.85855
1758000 1.40016 -1.11537
1758100 4.28139 -3.64373
1758200 5.60445 1.27239
1758300 5.63129 -6.56932
1758400 1.05167 -0.575777
1758500 3.30135 -4.69597
1758600 3.59079 -4.57974
1758700 2.00589 -2.37083
1758800 1.44228 -3.16154
1758900 5.01716 -4.89902
1759000 1.88548 -1.57196
1759100 2.6797 -0.678439
1759200 4.95708 -3.45938
1759300 4.12875 -3.08875
1759400 2.50556 -5.05062
1759500 2.46926 -3.35234
1759600 -0.745311 -1.96787
1759700 3.36546 -4.11692
1759800 1.36337 -2.72942
1759900 8.19335 -3.78468
1760000 4.1647 -0.510941
1760100 1.81002 -1.75972
1760200 5.30528 -5.00312
1760300 2.44548 -5.96163
1760400 1.97639 -3.31831
1760500 3.29654 -4.43624
1760600 0.664955 -1.60018
1760700 6.01643 -1.40953
1760800 1.46406 -3.50004
1760900 4.36334 -1.73098
1761000 4.54773 -3.93095
1761100 3.41932 -4.99644
1761200 3.33195 -3.58818
1761300 4.63355 -2.87621
1761400 1.80782 -4.26014
1761500 0.223649 -4.04391
1761600 2.25224 -0.421294
1761700 5.27473 -3.93646
1761800 5.64824 -2.5667
1761900 -0.19496 -2.53744
1762000 3.60568 -2.25183
1762100 2.61313 -3.3587
1762200 4.49232 -5.21017
1762300 2.89048 -6.27001
1762400 5.31737 -2.79787
1762500 1.09404 -1.71723
1762600 3.44645 -2.72114
1762700 6.27891 -3.32835
1762800 6.02667 -2.68515
1762900 1.87454 -1.72438
1763000 0.64267 -6.0396
1763100 1.70739 -2.068
1763200 3.69157 -5.56412
1763300 2.67977 -3.33072
1763400 4.90217 -5.84787
1763500 5.42367 1.44431
1763600 3.70269 -3.83928
1763700 1.19742 -4.91533
1763800 5.42037 -0.716617
1763900 3.03059 -4.63086
1764000 1.37371 -6.59594
1764100 2.03686 1.15719
1764200 5.04542 -5.82422
1764300 1.72502 -2.19557
1764400 4.53986 -2.45188
1764500 1.90259 -1.62875
1764600 2.46005 -5.19493
1764700 5.25556 -3.64526
1764800 4.49439 -4.20033
1764900 4.56162 -2.81495
1765000 2.15869 -2.5303
1765100 1.829 -6.27007
1765200 2.26501 -0.969771
1765300 5.35421 -5.81466
1765400 7.29029 -2.49123
1765500 1.71378 -1.49288
1765600 1.36094 -0.960401
1765700 0.993356 -4.9149
1765800 3.43593 -4.9506
1765900 4.43896 -4.18929
1766000 3.59963 -4.60107
1766100 2.16695 -4.12016
1766200 6.67193 -1.21749
1766300 2.7937 -1.11881
1766400 4.01199 -5.61519
1766500 1.37983 -0.564458
1766600 0.515409 -3.8185
1766700 5.04799 -4.98674
1766800 4.02841 -2.63174
1766900 5.5285 -3.05609
1767000 -0.490615 -4.27027
1767100 4.98018 -3.91153
1767200 2.01722 -2.76369
1767300 4.85018 -2.67128
1767400 5.46043 -2.40562
1767500 3.69888 -1.05523
1767600 2.98139 -6.18409
1767700 0.670251 -5.74222
1767800 2.33871 -2.68607
1767900 3.53254 -3.85861
1768000 6.67164 -2.89237
1768100 2.14872 -3.42123
1768200 3.93976 -4.44909
1768300 5.10738 -0.976505
1768400 0.16436 -4.32936
1768500 4.43237 -4.50278
1768600 2.84067 0.638491
1768700 3.72484 -5.45752
1768800 4.07506 -5.83276
1768900 5.24612 1.32742
1769000 0.526316 -7.20713
1769100 0.972439 -4.55622
1769200 5.72606 -2.77216
1769300 6.46491 -2.37757
1769400 1.44186 -1.60626
1769500 5.09468 -2.36386
1769600 1.71805 -5.49274
1769700 4.88165 -2.84734
1769800 -0.450049 -4.06203
1769900 1.50539 -7.8304
1770000 4.65219 1.67581
1770100 4.19134 -5.60665
1770200 5.79486 -0.851662
1770300 2.56288 -3.9281
1770400 4.32889 -4.54321
1770500 2.71233 -3.11794
1770600 2.66096 -3.02302
1770700 3.95771 -5.22706
1770800 4.879 -3.19354
1770900 2.61641 -2.05469
1771000 2.75181 -4.30369
1771100 4.79648 -1.66514
1771200 2.99662 -3.65572
1771300 4.74127 -5.25887
1771400 -0.86922 -1.75659
1771500 5.3047 -4.56314
1771600 4.96408 -4.48142
1771700 2.95948 -1.6859
1771800 4.07774 -4.36926
1771900 3.56705 -3.38653
1772000 4.73782 -2.84904
1772100 0.871065 -3.28873
1772200 4.92964 -3.65899
1772300 0.483992 -3.22923
1772400 2.8343 -1.23546
1772500 3.73998 -7.25992
1772600 4.68264 -1.59857
1772700 6.66519 -4.79728
1772800 5.47997 -5.88658
1772900 3.35336 -2.13608
1773000 -0.423715 -2.08445
1773100 0.781158 -2.68224
1773200 4.62667 -4.81661
1773300 3.76647 -2.21843
1773400 2.22078 -2.64698
1773500 4.67446 -2.34777
1773600 4.19981 -5.13626
1773700 5.06492 -3.06512
1773800 2.90372 -3.67562
1773900 4.30301 -5.5908
1774000 3.25422 -5.00816
1774100 0.742946 -1.36473
1774200 2.85813 -2.62656
1774300 5.61664 -4.20959
1774400 3.50846 -3.55856
1774500 2.20752 -1.71
1774600 5.88164 -3.2594
1774700 3.44544 -4.57099
1774800 1.77105 -6.63085
1774900 2.40558 -3.04142
1775000 3.61866 -5.03942
1775100 7.46205 -0.352852
1775200 4.91999 -6.41737
1775300 2.364 0.416512
1775400 3.72334 -2.96756
1775500 -0.652375 -3.83545
1775600 2.20586 -3.83513
1775700 5.06125 -5.12939
1775800 5.62639 -3.39399
1775900 2.53441 -4.60837
1776000 2.93033 -3.00872
1776100 6.31139 -0.333563
1776200 1.43978 -0.139023
1776300 3.92229 -5.72803
1776400 5.28466 -7.40432
1776500 5.52478 -2.54704
1776600 -2.64543 -5.82089
1776700 -1.77892 -2.00707
1776800 5.07133 -5.04627
1776900 9.265 -2.97573
1777000 9.67869 -0.816678
1777100 4.48958 -5.12014
1777200 -1.6389 -3.97924
1777300 0.682497 -1.23111
1777400 1.92363 -4.85618
1777500 2.66804 -3.48687
1777600 7.05783 -4.95528
1777700 5.85414 -2.97643
1777800 3.0913 -1.36013
1777900 0.870542 -3.78537
1778000 2.13043 -4.27707
1778100 4.23209 -5.13226
1778200 4.01719 -2.74739
1778300 4.64695 -3.02135
1778400 2.63474 -2.17495
1778500 4.01802 -4.15459
1778600 1.05989 -2.91912
1778700 4.96002 -2.45455
1778800 1.80583 -4.66849
1778900 4.98459 -2.97825
1779000 4.73188 -5.57855
1779100 3.23066 -3.07036
1779200 5.87574 -3.59512
1779300 1.83686 -0.857327
1779400 2.12731 -6.68101
1779500 5.64522 -4.21774
1779600 3.39297 -1.37953
1779700 2.8855 -3.37142
1779800 1.12291 -4.88571
1779900 4.31258 -4.34808
1780000 3.17727 -2.8634
1780100 3.73816 -2.16018
1780200 2.65464 -3.63336
1780300 5.35585 -3.96427
1780400 4.5167 -1.23423
1780500 5.48992 -4.657
1780600 2.06913 -5.70242
1780700 0.162649 -1.45385
1780800 5.25593 -7.63312
1780900 4.36123 -1.60733
1781000 2.89343 -3.93114
1781100 3.74089 -1.14653
1781200 2.29202 -4.07646
1781300 1.95997 -2.49816
1781400 7.32053 -6.57543
1781500 3.61481 -3.72891
1781600 6.35222 -2.55927
1781700 1.52864 -5.70689
1781800 3.36958 1.5597
1781900 3.23691 -5.11739
1782000 0.218276 -2.58649
1782100 4.58615 -5.6577
1782200 4.53809 -3.94687
1782300 2.87801 -2.9471
1782400 4.25135 -2.98311
