# Time-averaged data for fix at2
# TimeStep f_mysf1[3] f_mysf2[3]
862400 78.2597 -78.2804
862500 78.5896 -76.7471
862600 79.132 -81.0166
862700 77.8387 -78.2152
862800 76.5873 -75.2762
862900 78.528 -78.7855
863000 76.573 -78.4165
863100 80.7349 -78.0577
863200 78.3902 -78.5085
863300 76.001 -76.7993
863400 79.2034 -78.1797
863500 77.6763 -77.5152
863600 78.7638 -81.2008
863700 77.8128 -76.5913
863800 76.9334 -76.5257
863900 78.3719 -79.6055
864000 78.3181 -77.31
864100 80.5934 -79.1492
864200 75.1499 -77.6233
864300 78.0676 -76.8847
864400 79.5108 -79.1984
864500 77.3475 -77.3303
864600 78.612 -80.3002
864700 77.8242 -75.656
864800 77.5178 -78.5014
864900 78.2517 -79.0653
865000 77.1717 -77.4088
865100 81.4663 -79.5187
865200 75.2236 -77.3164
865300 79.0395 -77.3289
865400 78.4167 -77.9984
865500 77.7745 -77.7263
865600 79.1719 -81.2606
865700 77.0318 -74.4835
865800 77.7301 -80.2539
865900 77.8759 -78.4158
866000 77.9282 -77.6673
866100 80.8556 -78.9057
866200 74.5051 -76.9637
866300 81.1119 -78.2612
866400 77.6044 -77.6393
866500 78.5683 -78.3428
866600 78.6264 -79.7341
866700 76.6497 -75.3251
866800 78.4505 -81.1021
866900 77.4701 -77.7256
867000 78.4935 -78.8647
867100 79.1544 -78.2749
867200 75.0711 -76.2161
867300 82.198 -79.3069
867400 77.4638 -77.6449
867500 78.6259 -78.0285
867600 78.2081 -78.7095
867700 77.2271 -76.0941
867800 79.2826 -81.0791
867900 77.3325 -76.7735
868000 78.0626 -80.0261
868100 78.9082 -78.7478
868200 75.3956 -76.4523
868300 81.2166 -79.1605
868400 77.1416 -78.2837
868500 80.3615 -77.2966
868600 78.005 -78.4415
868700 77.0186 -76.4786
868800 79.0827 -80.9863
868900 78.4401 -78.1611
869000 76.5898 -78.9515
869100 78.8243 -78.456
869200 77.6875 -77.3133
869300 79.8138 -78.5367
869400 78.9323 -78.1143
869500 78.0157 -77.1659
869600 78.4514 -78.4406
869700 77.8289 -77.3379
869800 78.0502 -80.3969
869900 79.0041 -78.7995
870000 75.9745 -79.4107
870100 79.2585 -77.3099
870200 77.4887 -77.975
870300 80.7089 -78.6415
870400 78.3483 -78.531
870500 79.3789 -75.7825
870600 76.8142 -80.1138
870700 78.942 -77.1672
870800 78.0021 -80.5146
870900 78.9441 -78.1059
871000 75.8815 -79.0969
871100 80.2502 -77.8117
871200 76.2239 -78.9794
871300 80.9301 -78.0199
871400 78.0301 -78.8093
871500 79.1936 -75.8166
871600 77.6266 -79.2994
871700 79.8415 -76.7149
871800 76.9742 -82.0432
871900 79.2717 -77.5868
872000 75.6408 -79.2072
872100 79.1185 -78.3228
872200 77.4173 -78.4349
872300 82.0683 -76.7717
872400 78.221 -80.1493
872500 78.7531 -76.2084
872600 77.7967 -79.0339
872700 77.8288 -76.9068
872800 77.3466 -81.6457
872900 81.2437 -78.1036
873000 75.7659 -79.1343
873100 78.5556 -77.0906
873200 78.1556 -78.7429
873300 80.6427 -77.5887
873400 77.9443 -80.8932
873500 79.1456 -76.1925
873600 77.7419 -79.3468
873700 79.669 -77.927
873800 76.7859 -79.9047
873900 80.2455 -78.4231
874000 76.3954 -79.2536
874100 79.8689 -76.71
874200 77.7293 -79.5346
874300 79.8529 -77.9736
874400 78.4601 -79.8163
874500 79.2135 -76.1308
874600 77.0635 -80.606
874700 79.3511 -77.6069
874800 78.2539 -80.9652
874900 79.2355 -77.9338
875000 77.1062 -78.5391
875100 79.2487 -76.4131
875200 77.8994 -79.9943
875300 81.0687 -77.7464
875400 77.6599 -79.1578
875500 78.6833 -77.7211
875600 76.4336 -79.7627
875700 80.2946 -77.4512
875800 78.6057 -81.1739
875900 78.7429 -78.0963
876000 78.1007 -78.8465
876100 79.111 -77.3342
876200 79.0971 -79.6963
876300 80.0627 -77.7362
876400 77.729 -78.2433
876500 78.6101 -79.966
876600 76.6243 -78.7379
876700 80.2752 -78.0833
876800 77.7873 -80.3224
876900 79.4023 -78.1262
877000 80.5472 -78.0475
877100 76.3889 -76.1828
877200 79.0232 -81.5796
877300 80.5996 -77.9202
877400 77.8771 -78.9161
877500 77.5529 -79.0995
877600 77.3115 -76.9273
877700 81.1253 -80.2724
877800 77.8584 -80.198
877900 78.5449 -78.175
878000 79.817 -77.7358
878100 77.9175 -76.8244
878200 80.0779 -80.1353
878300 79.5984 -78.7624
878400 78.4659 -79.4975
878500 77.1159 -79.5572
878600 76.0525 -77.4046
878700 81.2293 -80.0508
878800 79.2806 -79.0543
878900 79.1275 -79.0648
879000 79.7269 -76.2656
879100 77.1688 -77.5829
879200 79.3263 -81.7756
879300 79.4751 -78.5193
879400 79.9625 -78.8936
879500 76.6276 -79.616
879600 77.3062 -76.6428
879700 80.5876 -79.7088
879800 78.971 -79.9583
879900 78.6947 -79.7966
880000 80.1698 -75.9838
880100 76.5509 -77.7078
880200 80.9373 -80.3107
880300 78.9651 -79.2455
880400 78.9152 -78.813
880500 76.2615 -80.7344
880600 78.7483 -76.9042
880700 80.5753 -80.2197
880800 79.5283 -78.1049
880900 78.3812 -79.1841
881000 80.5172 -77.0372
881100 76.5496 -79.5338
881200 80.2182 -80.2853
881300 78.8125 -79.484
881400 79.5194 -78.5971
881500 76.7555 -79.6938
881600 79.5055 -76.3661
881700 79.8949 -81.1494
881800 79.8287 -79.0792
881900 78.6766 -78.9428
882000 80.1417 -76.5979
882100 75.6362 -80.1079
882200 81.7797 -79.6865
882300 78.1558 -79.8873
882400 79.6346 -78.5982
882500 77.1224 -80.0661
882600 79.7952 -76.0589
882700 79.378 -80.7811
882800 80.5287 -79.0164
882900 78.793 -79.55
883000 79.2859 -77.0205
883100 75.6511 -80.2708
883200 80.9975 -78.7768
883300 78.9705 -80.5968
883400 79.5563 -78.577
883500 77.9276 -78.7548
883600 79.8334 -76.5506
883700 79.0699 -81.8106
883800 80.3275 -78.8048
883900 78.6088 -80.0078
884000 78.8762 -77.3312
884100 77.7136 -80.0773
884200 80.5546 -78.7127
884300 79.0565 -80.8916
884400 79.3098 -78.5265
884500 77.518 -78.0208
884600 80.3932 -78.3835
884700 79.3494 -79.6861
884800 80.1375 -79.6346
884900 78.9716 -79.1332
885000 78.4128 -78.0947
885100 77.5056 -80.8885
885200 79.2254 -79.2881
885300 80.8773 -79.3666
885400 79.2473 -78.7942
885500 78.391 -78.8048
885600 79.5062 -77.4659
885700 79.707 -79.8819
885800 80.1236 -80.8665
885900 78.5109 -77.5067
886000 78.3252 -79.3071
886100 77.7779 -79.9335
886200 79.6681 -80.3929
886300 80.0159 -79.2134
886400 78.6623 -78.9768
886500 79.7461 -78.7785
886600 79.4239 -77.3489
886700 80.7033 -79.1001
886800 78.2897 -80.3073
886900 79.8251 -79.4898
887000 77.4526 -79.2482
887100 78.1302 -78.5808
887200 79.7728 -80.6752
887300 80.2058 -79.5283
887400 79.1409 -79.7913
887500 79.7324 -77.3045
887600 79.7212 -78.3012
887700 79.9281 -80.044
887800 79.3008 -79.9576
887900 79.7517 -78.8288
888000 77.5838 -79.9693
888100 78.6798 -80.1217
888200 79.801 -79.8555
888300 79.941 -79.0587
888400 78.9388 -79.7511
888500 80.7019 -77.6754
888600 78.749 -78.542
888700 79.813 -80.1711
888800 80.0184 -79.4981
888900 79.3433 -79.4058
889000 77.4591 -80.403
889100 78.8868 -78.4554
889200 80.0826 -80.3239
889300 79.5612 -79.6823
889400 79.1773 -79.487
889500 80.2101 -78.1223
889600 79.0588 -79.1682
889700 80.1366 -79.0661
889800 79.6884 -80.0054
889900 79.1701 -79.6222
890000 78.7154 -78.8786
890100 78.5906 -80.3149
890200 79.311 -79.8492
890300 80.5079 -79.905
890400 79.4023 -79.3433
890500 79.0175 -78.3469
890600 80.661 -78.5645
890700 79.5932 -79.2396
890800 79.2048 -80.7496
890900 79.6436 -79.2019
891000 79.259 -79.759
891100 77.537 -79.7643
891200 79.4368 -79.3686
891300 81.6728 -80.4567
891400 79.1221 -79.148
891500 79.4024 -79.1873
891600 79.6583 -77.781
891700 79.7897 -80.3849
891800 80.0492 -80.4148
891900 78.5027 -78.6822
892000 79.7624 -79.7081
892100 78.3172 -80.0267
892200 80.1135 -79.4482
892300 80.6476 -79.6025
892400 78.4132 -79.4853
892500 80.4058 -79.9542
892600 80.1905 -78.2273
892700 79.3465 -79.8099
892800 79.5093 -80.9637
892900 79.5895 -79.2174
893000 79.1675 -79.8415
893100 78.2147 -80.1079
893200 80.2735 -79.5771
893300 80.7163 -79.2119
893400 79.4992 -79.9882
893500 80.146 -78.8036
893600 80.2375 -78.792
893700 79.6149 -80.6486
893800 78.919 -79.9259
893900 79.9265 -79.4893
894000 78.7564 -80.1945
894100 78.7468 -79.792
894200 80.5856 -79.9567
894300 79.9617 -79.4176
894400 80.2975 -79.9414
894500 79.1062 -77.5743
894600 81.2149 -79.7265
894700 79.5071 -80.2871
894800 79.4295 -80.2089
894900 79.6642 -80.3328
895000 78.0817 -79.4154
895100 80.2192 -81.0431
895200 79.4393 -78.7083
895300 79.8157 -79.8232
895400 80.7228 -79.5235
895500 79.0078 -78.9617
895600 80.9055 -79.4673
895700 78.8726 -79.3634
895800 80.0319 -81.5145
895900 79.4455 -79.4261
896000 79.0634 -78.5044
896100 79.4929 -80.9562
896200 80.1004 -79.8131
896300 80.6039 -79.8676
896400 79.7051 -79.1114
896500 79.2359 -79.43
896600 80.737 -79.0347
896700 79.7953 -80.4088
896800 79.1111 -80.3872
896900 80.3593 -80.639
897000 78.9384 -79.6966
897100 78.6962 -81.0962
897200 81.0671 -79.0157
897300 80.869 -79.4672
897400 79.9627 -80.1376
897500 79.6278 -78.4903
897600 81.0765 -79.2698
897700 78.8348 -81.2887
897800 79.3489 -78.8777
897900 79.6939 -80.791
898000 79.186 -79.7799
898100 79.3038 -81.2277
898200 80.5322 -79.1759
898300 79.999 -79.7494
898400 81.8252 -78.9439
898500 79.1834 -79.1968
898600 79.6684 -79.1365
898700 79.7384 -81.1505
898800 80.2078 -79.9303
898900 79.0868 -80.9215
899000 78.9788 -79.0026
899100 79.796 -80.2944
899200 80.7126 -79.5303
899300 80.4594 -81.1257
899400 80.9253 -79.795
899500 79.3618 -78.8789
899600 79.2887 -78.2378
899700 79.4709 -80.7279
899800 81.1803 -80.9749
899900 79.3334 -80.7972
900000 78.6209 -78.9737
900100 78.6595 -79.9005
900200 82.0731 -80.2071
900300 80.1766 -79.7324
900400 80.3086 -80.5787
900500 78.8515 -79.4922
900600 81.0383 -79.0392
900700 79.0679 -80.2836
900800 80.1654 -80.0519
900900 80.8193 -81.2031
901000 78.5684 -79.8672
901100 78.5917 -79.9186
901200 81.6531 -79.0152
901300 80.6452 -80.8115
901400 81.515 -81.0472
901500 78.7706 -78.1453
901600 79.6112 -79.2549
901700 79.9747 -81.064
901800 80.4312 -80.267
901900 81.2163 -80.7751
902000 78.2917 -79.6283
902100 79.9137 -79.1302
902200 79.9638 -80.6131
902300 81.2464 -81.1956
902400 81.2937 -80.3171
902500 79.6648 -78.3148
902600 78.6699 -80.0368
902700 80.6479 -79.7135
902800 80.2326 -82.1952
902900 80.8684 -80.174
903000 78.5136 -79.3653
903100 80.0432 -79.5151
903200 80.091 -80.3229
903300 81.2304 -80.1917
903400 80.9694 -81.3723
903500 80.3916 -78.5834
903600 78.7632 -80.0026
903700 79.9903 -79.145
903800 79.6936 -81.6135
903900 82.5165 -81.983
904000 77.9655 -79.7611
904100 79.7315 -78.1904
904200 80.1228 -80.8203
904300 81.2832 -80.6221
904400 81.8259 -81.3579
904500 79.4416 -78.3005
904600 79.0265 -79.4527
904700 80.7553 -81.1339
904800 79.8782 -80.2151
904900 81.0056 -81.7521
905000 78.5687 -80.9769
905100 79.3267 -78.2891
905200 80.8573 -79.9919
905300 80.8385 -79.8048
905400 81.9197 -81.4487
905500 81.4364 -78.5173
905600 78.1719 -79.9864
905700 79.8992 -80.9786
905800 80.4571 -80.665
905900 81.1717 -81.9119
906000 77.7988 -80.6947
906100 80.6384 -78.763
906200 81.0309 -80.5656
906300 80.4359 -80.1672
906400 81.6482 -80.9642
906500 82.228 -78.1461
906600 78.3892 -80.4461
906700 79.5466 -80.5612
906800 80.2115 -81.6234
906900 81.0888 -80.7876
907000 77.8109 -82.0611
907100 79.9448 -78.1264
907200 81.571 -80.1358
907300 81.7578 -80.3839
907400 79.9908 -80.8448
907500 82.2963 -77.6331
907600 77.9294 -80.7072
907700 81.0537 -80.6194
907800 79.5987 -80.871
907900 80.9761 -80.9599
908000 78.2106 -82.4375
908100 80.0696 -78.0575
908200 81.4604 -81.4312
908300 80.6809 -78.9215
908400 81.0996 -81.6864
908500 82.3363 -78.454
908600 78.4515 -79.1526
908700 81.0843 -81.9293
908800 78.1513 -80.2346
908900 82.3794 -81.8042
909000 78.8807 -81.5803
909100 78.4411 -78.6887
909200 81.7808 -80.8778
909300 79.0622 -78.6764
909400 83.3011 -82.3923
909500 81.4762 -78.6257
909600 79.6415 -78.3411
909700 80.3163 -81.9774
909800 78.9147 -80.3571
909900 80.977 -81.751
910000 79.0668 -81.4414
910100 78.668 -79.9649
910200 81.8068 -80.011
910300 80.7465 -79.5615
910400 81.2508 -80.2894
910500 82.8059 -80.5578
910600 80.2376 -78.1319
910700 79.0379 -81.0529
910800 80.306 -81.4136
910900 79.8159 -80.1986
911000 81.1045 -84.2865
911100 77.8027 -79.3738
911200 80.6176 -80.1521
911300 82.1712 -80.6713
911400 79.4411 -78.7423
911500 84.0979 -81.0231
911600 80.8788 -77.6162
911700 80.0391 -81.7149
911800 79.8323 -81.8676
911900 78.6155 -79.434
912000 82.2612 -83.8115
912100 77.5464 -80.922
912200 81.307 -79.3763
912300 81.2745 -79.6119
912400 80.5915 -80.2417
912500 82.6475 -81.3601
912600 81.0541 -77.6192
912700 79.703 -81.6705
912800 79.8615 -81.0341
912900 80.6943 -80.79
913000 79.3409 -82.2593
913100 79.1842 -82.3553
913200 81.1487 -79.6371
913300 80.9998 -79.1857
913400 81.3371 -80.1521
913500 81.7654 -79.0539
913600 82.026 -80.8362
913700 79.8693 -80.2417
913800 79.5516 -81.6438
913900 80.1933 -81.0081
914000 80.1799 -81.3233
914100 80.7744 -82.5415
914200 78.5403 -80.0109
914300 82.7027 -78.5448
914400 81.1317 -80.4772
914500 81.172 -80.0191
914600 81.9954 -81.4097
914700 80.8818 -78.0359
914800 78.6799 -83.5874
914900 80.4237 -80.6183
915000 79.4619 -81.6156
915100 81.6375 -81.9094
915200 78.1267 -81.3417
915300 83.4679 -79.1553
915400 81.3472 -79.9233
915500 81.4057 -79.833
915600 81.255 -80.8072
915700 81.262 -78.9291
915800 79.4625 -81.7502
915900 79.5444 -82.1309
916000 80.2851 -80.27
916100 80.4351 -82.8024
916200 77.8693 -81.5339
916300 82.2755 -78.5881
916400 82.9724 -80.2482
916500 80.2328 -80.0694
916600 82.4525 -80.5445
916700 80.6721 -78.2638
916800 79.8699 -82.1292
916900 80.3972 -82.3075
917000 79.4054 -80.0065
917100 81.1347 -82.982
917200 79.2458 -81.0749
917300 80.7581 -79.9003
917400 82.5477 -79.8292
917500 80.762 -79.5144
917600 81.7699 -82.3115
917700 81.6789 -78.7257
917800 80.2057 -78.5658
917900 79.9253 -84.3741
918000 79.4552 -81.8851
918100 80.8022 -80.7179
918200 79.2228 -81.7096
918300 79.6949 -80.9234
918400 84.3713 -78.6136
918500 81.762 -80.4481
918600 80.6936 -80.5905
918700 82.3853 -79.8096
918800 79.7638 -79.1553
918900 79.383 -82.0719
919000 81.263 -84.0854
919100 79.334 -80.7888
919200 80.8256 -82.5181
919300 78.5926 -78.9293
919400 81.8451 -80.958
919500 84.0872 -80.0679
919600 79.9967 -79.3436
919700 82.3433 -82.2542
919800 80.4939 -77.3321
919900 80.291 -82.2406
920000 78.9266 -83.2865
920100 81.2568 -81.2804
920200 81.8037 -81.4686
920300 77.2171 -80.6952
920400 82.2523 -80.1012
920500 83.8169 -79.1515
920600 81.2846 -81.4528
920700 80.8401 -80.4262
920800 82.4791 -78.1309
920900 79.2707 -82.8083
921000 79.3015 -83.683
921100 80.61 -81.6277
921200 81.1344 -80.3876
921300 78.8711 -82.8443
921400 80.9239 -78.5005
921500 83.4974 -80.5198
921600 83.4405 -80.3264
921700 80.2534 -81.4812
921800 81.3428 -78.2964
921900 80.0846 -79.6892
922000 80.7997 -85.4749
922100 79.5726 -82.1041
922200 81.3436 -81.3868
922300 78.5375 -80.9889
922400 78.9463 -80.5659
922500 84.6675 -79.9993
922600 82.7978 -79.8554
922700 83.1255 -82.0859
922800 79.9477 -78.8545
922900 80.329 -78.6479
923000 79.976 -83.3606
923100 81.164 -84.3832
923200 82.121 -81.4575
923300 77.7247 -80.6457
923400 79.7206 -81.5877
923500 82.7081 -79.4741
923600 84.0704 -81.0924
923700 81.6762 -80.2365
923800 80.8141 -79.8682
923900 82.3569 -79.7217
924000 78.3639 -81.2324
924100 80.7869 -84.8474
924200 82.1039 -82.4409
924300 79.6949 -81.4744
924400 78.9736 -80.4831
924500 81.4885 -78.5845
924600 84.2744 -81.0936
924700 82.945 -82.5918
924800 81.0377 -79.5877
924900 80.2192 -78.6221
925000 79.7075 -82.75
925100 80.601 -83.0957
925200 82.1316 -83.7214
925300 79.5962 -81.0556
925400 80.1523 -79.8819
925500 82.1548 -79.9954
925600 80.887 -79.5388
925700 86.0687 -83.239
925800 81.0978 -80.3822
925900 79.7735 -78.7983
926000 80.6567 -81.5386
926100 78.8666 -82.2596
926200 82.2202 -84.4859
926300 81.0106 -82.3215
926400 79.501 -80.258
926500 81.7436 -79.275
926600 81.6769 -80.3957
926700 82.0752 -81.9514
926800 85.4913 -81.4816
926900 79.2633 -79.5088
927000 80.104 -80.3936
927100 79.9365 -81.6069
927200 81.2912 -82.666
927300 82.5841 -85.5971
927400 78.3863 -78.7238
927500 80.8281 -80.3359
927600 82.526 -80.3404
927700 81.4756 -81.3835
927800 83.5362 -82.7085
927900 82.6182 -79.2665
928000 79.6804 -81.2888
928100 80.2574 -80.7373
928200 80.6321 -81.3999
928300 82.0414 -84.6363
928400 80.2485 -81.7805
928500 81.3623 -79.0332
928600 79.6502 -81.5007
928700 83.6863 -80.6492
928800 82.1573 -81.5372
928900 83.1313 -80.8409
929000 79.1006 -80.9354
929100 82.2434 -80.3127
929200 79.6294 -82.5159
929300 81.3316 -81.2923
929400 81.9169 -84.7094
929500 79.9272 -79.9531
929600 80.2728 -80.5695
929700 81.7232 -80.763
929800 83.4186 -82.2637
929900 83.1583 -81.1048
930000 80.6427 -80.001
930100 80.6793 -80.5584
930200 80.7412 -81.9072
930300 81.4271 -82.5591
930400 82.1503 -82.2453
930500 79.9883 -82.3723
930600 81.1063 -81.0317
930700 80.7872 -80.0605
930800 82.4184 -80.9431
930900 83.3138 -82.5995
931000 82.1946 -79.8532
931100 80.4245 -80.1794
931200 80.4198 -82.0381
931300 81.0136 -82.3299
931400 82.7515 -83.3594
931500 80.998 -81.3568
931600 80.1417 -80.4713
931700 81.2074 -82.0631
931800 81.4411 -80.4776
931900 83.3533 -81.6625
932000 82.3338 -82.4078
932100 80.4765 -79.5932
932200 81.3887 -81.4633
932300 80.339 -81.4319
932400 83.0312 -83.3276
932500 82.1177 -81.9411
932600 79.361 -81.2364
932700 81.2828 -80.8749
932800 81.8861 -80.2096
932900 81.5266 -82.6498
933000 83.5837 -82.161
933100 81.0243 -80.5611
933200 81.0891 -80.911
933300 80.6786 -82.0161
933400 82.2136 -81.6943
933500 82.1608 -83.3093
933600 81.1036 -80.2907
933700 80.1606 -81.7419
933800 82.272 -80.9533
933900 81.6178 -82.0691
934000 82.452 -82.5469
934100 82.3567 -81.8762
934200 81.3628 -79.6436
934300 81.1025 -82.073
934400 81.3945 -81.0289
934500 82.7997 -83.0713
934600 81.5041 -83.1707
934700 80.3267 -80.1674
934800 82.0356 -81.0257
934900 81.3637 -81.8985
935000 82.0981 -82.4386
935100 82.6808 -81.0704
935200 80.469 -81.8744
935300 82.9064 -81.1422
935400 81.3892 -81.5698
935500 81.3902 -81.7868
935600 81.9823 -83.6592
935700 81.7611 -80.4116
935800 80.0805 -81.4245
935900 82.8189 -81.1724
936000 81.3126 -82.717
936100 82.943 -81.8224
936200 81.6225 -81.1034
936300 81.5294 -81.166
936400 81.0319 -82.0396
936500 82.4576 -81.1682
936600 80.7497 -83.1709
936700 82.2364 -81.8375
936800 81.2506 -80.6056
936900 81.8565 -82.8253
937000 81.4614 -80.9955
937100 82.2688 -82.3816
937200 82.3642 -81.7023
937300 80.4891 -80.2247
937400 82.7003 -82.6166
937500 80.3723 -81.9844
937600 83.3607 -81.8241
937700 80.7774 -81.9521
937800 81.8272 -81.2243
937900 82.6609 -81.9873
938000 81.4515 -80.7242
938100 80.7019 -82.5126
938200 82.8933 -80.8523
938300 81.2038 -82.4843
938400 81.6123 -81.8364
938500 81.7297 -82.384
938600 81.5422 -81.8282
938700 82.0106 -81.58
938800 81.5572 -81.4125
938900 81.4372 -81.4497
939000 83.5312 -81.4108
939100 81.545 -82.2177
939200 81.2594 -82.652
939300 81.8295 -79.6699
939400 81.6427 -83.4136
939500 81.5961 -82.3081
939600 81.7387 -81.3429
939700 82.3873 -82.4546
939800 79.7108 -81.8555
939900 82.3704 -81.1722
940000 82.4358 -81.5686
940100 83.0901 -82.3392
940200 81.5593 -82.4539
940300 81.2963 -79.5065
940400 82.4689 -82.5448
940500 81.9308 -82.2236
940600 81.3369 -82.4296
940700 82.4468 -80.697
940800 80.8206 -83.5736
940900 81.4428 -82.1711
941000 82.5149 -81.2533
941100 82.2443 -81.8196
941200 82.2659 -82.8391
941300 82.5457 -81.065
941400 81.4645 -80.5524
941500 82.3283 -82.7473
941600 81.8026 -81.8088
941700 81.4839 -83.5886
941800 82.1705 -80.8373
941900 81.1147 -82.6894
942000 81.1062 -82.2066
942100 83.3532 -80.8751
942200 82.0658 -82.2276
942300 81.9115 -81.967
942400 83.3507 -81.6396
942500 80.8315 -81.0526
942600 82.1978 -83.0017
942700 82.0335 -82.2974
942800 81.9174 -82.5711
942900 81.0746 -81.5146
943000 81.4933 -82.1165
943100 83.4094 -82.8331
943200 81.8856 -80.9338
943300 82.014 -82.3939
943400 81.9671 -81.7824
943500 82.6749 -80.8535
943600 81.0757 -83.1287
943700 82.1408 -81.5826
943800 83.1003 -82.7242
943900 80.9845 -82.0403
944000 80.8033 -82.574
944100 82.3245 -81.0393
944200 83.4613 -82.7061
944300 81.0591 -81.2483
944400 82.2327 -82.2826
944500 82.9319 -81.7762
944600 81.6859 -81.3717
944700 82.1678 -83.9085
944800 81.0962 -80.1827
944900 83.3556 -83.1078
945000 81.4025 -81.6189
945100 81.3402 -81.8218
945200 83.5704 -83.0935
945300 81.6751 -81.2416
945400 81.6329 -82.6343
945500 82.3619 -81.8226
945600 81.8879 -82.2535
945700 82.069 -82.1454
945800 81.5831 -82.8697
945900 81.0317 -80.6453
946000 84.2209 -83.4509
946100 81.1301 -81.3422
946200 82.4529 -81.8299
946300 83.6628 -82.9646
946400 80.3049 -80.7581
946500 82.4481 -82.0684
946600 82.6058 -82.0457
946700 80.9921 -83.5748
946800 83.5407 -82.035
946900 80.6039 -81.5366
947000 82.5426 -82.6717
947100 82.8426 -82.0512
947200 81.8712 -82.2892
947300 82.7216 -82.8781
947400 82.5564 -81.3609
947500 80.9532 -82.0979
947600 83.8418 -81.2182
947700 81.0079 -83.2577
947800 82.8358 -83.3106
947900 82.3747 -81.9178
948000 81.0884 -80.7369
948100 82.2065 -83.7602
948200 83.2144 -81.2824
948300 82.382 -82.786
948400 82.6907 -82.7088
948500 81.758 -80.4374
948600 82.314 -82.5767
948700 82.7404 -83.1599
948800 81.0369 -82.9382
948900 83.4154 -82.0393
949000 81.1911 -82.3806
949100 81.7915 -81.8429
949200 83.2683 -83.3578
949300 83.0887 -80.8388
949400 81.6753 -83.1238
949500 83.1518 -81.6093
949600 81.6309 -81.2058
949700 82.8566 -84.1397
949800 81.0222 -82.422
949900 82.6773 -81.8822
950000 82.9105 -82.4705
950100 80.1194 -82.2271
950200 82.9662 -83.773
950300 83.5628 -80.8372
950400 83.474 -81.5884
950500 81.4943 -83.0151
950600 82.3624 -80.5156
950700 82.2568 -82.5866
950800 82.0007 -84.3633
950900 81.0288 -81.7353
951000 84.3925 -83.7663
951100 80.3456 -81.826
951200 81.4879 -81.9371
951300 83.158 -82.7152
951400 83.8785 -80.9064
951500 83.4277 -82.6633
951600 81.2841 -82.1582
951700 83.2922 -81.7158
951800 82.0333 -82.6951
951900 81.7457 -83.237
952000 82.4417 -81.8743
952100 82.4106 -84.2629
952200 80.3264 -82.569
952300 82.3799 -81.7796
952400 83.9069 -82.2351
952500 83.0423 -82.2858
952600 82.9253 -82.3847
952700 81.2556 -81.2292
952800 83.4077 -82.1124
952900 82.7838 -82.2858
953000 81.3205 -84.2381
953100 83.7368 -83.2501
953200 80.9339 -81.5242
953300 81.5425 -82.1647
953400 82.1625 -82.2794
953500 84.7932 -83.0406
953600 81.7903 -82.0656
953700 83.3618 -82.2873
953800 81.5197 -80.6323
953900 84.0861 -83.1488
954000 80.7535 -83.6201
954100 81.859 -83.3354
954200 83.5421 -82.6799
954300 81.1596 -80.9645
954400 82.4387 -83.6625
954500 82.0426 -82.003
954600 85.7349 -82.7568
954700 81.8218 -82.1748
954800 81.5404 -81.2884
954900 82.9888 -82.4338
955000 83.8427 -83.3808
955100 80.2962 -83.1234
955200 82.4106 -83.5093
955300 83.0183 -83.1455
955400 81.6836 -81.4093
955500 83.3867 -83.382
955600 82.6987 -80.3667
955700 84.8787 -83.6097
955800 80.9426 -81.5395
955900 82.3521 -82.0654
956000 84.1821 -83.9999
956100 81.2015 -82.7452
956200 81.2478 -83.7424
956300 83.0753 -81.8727
956400 82.2983 -83.259
956500 82.1156 -81.8266
956600 83.9175 -83.1821
956700 83.134 -81.7943
956800 84.2937 -82.8036
956900 81.1806 -80.8565
957000 83.1553 -83.055
957100 81.9153 -83.9904
957200 81.5669 -82.6942
957300 82.9123 -84.4867
957400 81.9371 -80.9541
957500 82.8931 -83.2188
957600 83.431 -81.6695
957700 83.0022 -83.4106
957800 83.9423 -81.6601
957900 82.6287 -81.5858
958000 80.8751 -82.2035
958100 82.9793 -83.8452
958200 82.3287 -83.2905
958300 81.9253 -83.4264
958400 82.7667 -83.8521
958500 81.1281 -80.396
958600 84.3817 -83.5307
958700 82.9522 -81.9213
958800 84.1256 -82.8385
958900 82.8136 -81.1004
959000 80.8268 -82.5571
959100 83.4581 -82.6739
959200 82.9031 -83.7378
959300 82.4036 -83.1347
959400 81.3564 -84.7146
959500 82.76 -81.6449
959600 81.9816 -81.5229
959700 84.6483 -84.0981
959800 82.3913 -81.4657
959900 84.3842 -82.4058
960000 82.4928 -82.0837
960100 80.6984 -82.0795
960200 84.8323 -84.2349
960300 81.9968 -82.5037
960400 81.704 -84.0826
960500 81.9597 -83.0211
960600 83.2677 -81.9069
960700 81.8312 -82.6014
960800 85.3632 -83.5881
960900 82.1914 -82.2689
961000 84.1572 -81.2672
961100 81.9132 -82.4142
961200 81.9837 -83.0576
961300 84.0683 -84.0818
961400 80.7955 -82.7538
961500 83.1663 -84.3611
961600 81.7343 -81.875
961700 83.3584 -82.9881
961800 82.6009 -82.5976
961900 84.827 -82.344
962000 83.1718 -82.7583
962100 82.4416 -81.3492
962200 82.2635 -84.4037
962300 83.2392 -81.7908
962400 83.3344 -83.5603
962500 80.4924 -83.7846
962600 83.2181 -83.867
962700 82.8184 -81.5109
962800 83.3474 -82.2243
962900 82.4398 -83.3152
963000 85.2616 -82.0556
963100 81.9043 -82.6407
963200 82.8069 -81.3083
